20090227074125AAU0fb3	Travel;Canada;Other - Canada	Is Simcoe,Ont. a good city to live in ?	Is it immigrant free ?
20071130104854AAWg3r4	Travel;Latin America;Venezuela	Para Venezolanos....?	Yo amo a mi pais... Y sufro por la situacion. Ustedes q opinan sobre el futuro de venezuela?? Vean este bello Video plis  http://www.youtube.com/watch?v=8H_nvbU0w...    Diganme q les quedo al verlo. Grax!
20070417024722AA4Uj56	Travel;Other - Destinations	Chi ha viaggiato con Easy Cruise?	Volevo sapere se era conveniente, cosa ne avete pensato, com'e' andata. Non e' per me ma per un articolo che sto scrivendo.   Tempo fa vidi un programma che documentava i suoi tanti problemi, ad esempio allagamenti, docce rotte, cabine sporche, ecc, volevo sapere se qualcuno di voi sapeva dirmi qualcosa di piu' e dove siete andati. Merci!
20081013002129AAwP6FW	Travel;Asia Pacific;Thailand	Trip to thailand ???	would there be a problem if I purchase 1 way ticket to Thailand,    I intend going there january next year. I will stay 1 month, but might want to stay 6 or 8 weeks. Will customs have an issue with that? or should i get return ticket? 
20080623030435AAGIVho	Travel;France;Languedoc-Roussillon	Dans quels lieux peux t'on se connecter en wifi avec un portable ?	mis à part les mac do ? je précise ordinateur portable merci.   Est ce marqué dans le lieu ? Toutes les mairies le font ?
20080528015516AAJxFap	Travel;Italy;Florence	Conoscete qualche posto non troppo caro per mangiare in centro a Firenze?	possibilmente per la sera ? grazie!!!
20081013024819AAmwoZk	Travel;Asia Pacific;Thailand	Pattaya: Sick and Twisted Or Fair Game? ?	I have just come back from spending the weekend in Pattaya, I had heard it was a bit grim there with all the girlie bars, but I was genuinely shocked with the amount of girls I saw, particularly on the beach and wondered what others thoughts were about this! 
20070124061848AAGwKIh	Travel;United Kingdom;Other - United Kingdom	Traduzione in inglese!!!!!!?	Ciao , quanto mi costa spedirlo in Italia??
20070602070508AAVh2hI	Travel;Other - Destinations	Di quale mezzo avete paura:aereo,nave,treno,auto,mo…	N/A
20061224030247AA6KjFG	Travel;France;Provence-Alpes-Cote d`Azur	Est ce qu'il y a de la neige à chabanon?	ou dans les pistes les plus pres de marseille?
20080924133159AA2FAJG	Travel;United States;Other - United States	"I like to live in America, OK for me in America"?	were the words sung in West side Story.  Do you think this person was sane, or maybe just on drugs. "Everyone knows to live in america you have to be a gun wielding, world hating, creationist, racist, obese cheese ball" is what my mate said.  Who agrees?  Lets see who actually reads this correctly
20071222123529AA0FiPd	Travel;Air Travel	Dois-je accepter l'aide de Kryptonien ou dois-je accepter la chute ?	Qu'est-ce qu'une chute finalement ?   La chute peut-elle nous élever ?    Dois-je retourner dans les airs ou dois-je tomber ?
20071221125415AADctga	Travel;Air Travel	Lors d'une chute (de la hauteur d'un arbre d'environ 20 mètres), est-il conseillé de piquer un petit somme ?	Je précise ici que je suis dans un avion qui ne manque pas de confort et qui chute donc de cette hauteur ; d'où le choix de cette rubrique.
20081115071657AAUSt62	Travel;Asia Pacific;Thailand	Can you name nicest beaches/islands in Thailand for me?	thanks a lot!looking for places which are not overcrowded, we don't want parties and nightlife, we are looking for peace, and for great snorkeling options.thanks a lot
20080105110553AAuehUD	Travel;France;Paris	Siete mai stati a Parigi?	raccontatemi il vostro viaggio ... oppure segnalatemi un sito dove posso trovare racconti (brevi) di viaggi a parigi... grazie mille
20080525085919AALMvMY	Travel;Spain;Other - Spain	Je part en vacances?	je part jusqu'au 4 juin ,je vais profiter de la mer , des bonnes glaces,des marchés,je vais me détendre pour être en pleine forme quand je reviendrai , vous allez me manquer , ,j'espère que vs serez tj là quand je serai de retour ,et  je vs ramènerais le soleil,   bisoussssssssss à tous et a bient?t
20080605092847AABAL5S	Travel;Spain;Other - Spain	Bonjours mes amis?	je suis de retour de vacances,j'ai eu le soleil,il faisait chaud,j'ai pu me baigner ds la mer,elle était très bonne,j'ai fait les marchés,mais je suis contente d'être de nouveau avec vous ,vous me manquiez bisousssssssss
20080403061118AACGzV3	Travel;France;Other - France	J'habite la Suisse et j'aimerais aller a Anduze?	c'est en france,quelqu'un peut me dire combien de temps je met en train et combien ?a co?te    merci pour vos réponses
20080303092741AANAMZN	Travel;Travel (General);Packing & Preparation	Where can I buy fashionable suitcases?	at a reasonable price. like $150 and beloooowwww.   and what word shoule i have used here? suitcases or luggage? I don't get the difference.
20081003102435AAc7nfO	Travel;United States;Other - United States	What is the second most important city in Missouri, USA?	Is it Kansas City or Saint Louis?      First City is Jefferson City because it is the Capital.   But what is the second city?
20080207075006AAtntkV	Travel;Travel (General);Packing & Preparation	Connaissez-vous la chanson de Art Mengo sur les trains aux voyageuses imaginaires???	PS Il arrosait des primeveres pour la rime.      You tube ou pas?
20080307082019AAx1ER5	Travel;United States;Other - United States	What time is it?????	Hi there, I was wondering, on Monday 10th, I would have to make some calls to Chicago, if I am in Mexico city, and here  in these moment ,it′s 10:20, What time is it going to be there????   And can you tell what it′s Chicago′s area code, and also from which state is ( 412) area code.   Thanks!!!!
20080930005633AAqMGuP	Travel;Asia Pacific;Thailand	Will I need a voltage converter in Thailand coming from 240 volts (Australia) to Thailand's 220 volts?	I bought adapter plugs today, but then I realised our voltage here is 240 volts and Thailand is 220 volts.....do I need to buy a voltage converter as well or should it be ok?
20080103094435AA89mHI	Travel;France;Paris	Ristorantini carini intimi a Parigi?	Ciao a tutti.   Chi sa consigliarmi un ristorantino carino a Parigi dove cenare in due?   Una cosa calda e accogliente insomma..Anche una trattoria, basta che faccia un pò di atmosfera...   Grazie, ciao.
20071219073120AAZsZDC	Travel;Africa & Middle East;Algeria	Qui a visiter le sahara d'algerie?	N/A
20080209102455AAZKizn	Travel;Travel (General);Other - Destinations	What should i take on a long car ride??	I'm going on holiday which involves a 5 hour car trip. What should i take to entertain myself in the car??
20080325063255AASXICt	Travel;Air Travel	I need help cancelling a non refundable ticket!?	I booked an airflight with spirit air under one of there discounted prices then noticed it was nonrefundable the ticket was cheap i just cant get the days off of work is theyre any way an airline would refund you on a non refundable ticket?? i need ideas quickly...
20080930005709AAJB7s0	Travel;Asia Pacific;Thailand	Do people visit Bangkok, their main purpose being ..."sex" ? ?	I am asking this qun. just out of curiosity. Do you think the call girls or their agents frm Bangkok would just keep a hidden cam (in these days of advanced technology) and try to blackmail a person ...esp. if he is a married man ?....(lol). No this does n't apply to me because I am a bachelor. I had been to Bangkok once, but I was just a teenager then. 
20081019134251AAWEuMI	Travel;Asia Pacific;Thailand	How many australians live in udonthani thailand?	I live part time in Udonthani, Thailand, for 2 years now and have a few friends  there, how many aussies live there and how many do you reckon live in THailand
20081022235648AAe51m6	Travel;Asia Pacific;Thailand	My Partner and ! are going to Bali and Phuket soon and do we need to have any injection?	If yes, how many and what are they called.      I am TERRIFIED of needles, anyone have nay tips??
20081027172338AAEEvdV	Travel;Asia Pacific;Thailand	We are in koh phangan in dec what times do bars and clubs close ?	we where in thailand a few years ago and a new law came out all bars had to close at 2am
20081028022532AAZlhcd	Travel;Asia Pacific;Thailand	I want to know what the exchange rate is for aus dollar to baht compared to 6 month?	I want to know how much it has gone down by? Also is it a bad time to travel..I live in Australia
20081029101242AAABMnF	Travel;United States;Other - United States	What is your favorite city in the U.S.?	N/A
20081104131726AAfrIcd	Travel;United States;Other - United States	Wheres your favorite island to go on a trip ?	well see im looking for ideas for my march break .... it would be a family vacation and im looking for a good island to go ! beach ,sun and all that fun .... ANY IDEAS ? thanks
20081107131038AAXQsoG	Travel;Asia Pacific;Thailand	Money for 10 days in thailand?	accom and airfairs are paid for. i will be leaving australia over the xmas break for ten days. what would be a reasonable amount of money to take to thailand.. we are a couple and dont want to live it up just see the sites and have a little fun  nd maybe a little bit of shopping but not go over board. 
20081111070639AAnSupU	Travel;United Kingdom;Manchester	I'm off to the manchester men arena soon are my seats crap or good?	my seats are block 205 seat 18 row b
20081114193659AAuvYzh	Travel;Asia Pacific;Thailand	Where to get good food in thailand?	N/A
20081116220026AA51V9A	Travel;Asia Pacific;Philippines	Does anyone know any good low price travel agency for travel to cebu philippines?	im leaving from lex blue grass airport in march, staying 21 days
20061021071702AAA4nsC	Travel;Africa & Middle East;Other - Africa & Middle East	Ou peut-on trouver un plan (ou une carte ...) fiable des villes de Yaounde et Douala (Cameroun) ?	N/A
20070407125921AAJlDaH	Travel;Travel (General);Other - Destinations	Would you want to?	Are there any girls out there who love traveling and lifes simple pleasures? The type who would be content living and traveling in an RV or camper around the country? Thats what I would want to do when I am older after I graduate... Are there any other people that are intersested in things like that??
20070716103912AA7dNjC	Travel;Italy;L`Aquila	Chi conosce o e mai stato ad alba adriatica?	raga se ci siete stati o la conoscete raccontate.. qualcosa=)
20070917085707AAaC0ca	Travel;Italy;L`Aquila	Answerini abruzzesi???ma quanti ne siete???	su su..dalle risposte vedo che nn siamo poi pochini!!   bhè aquilani,pescaresi,teramani e chietini!!!me lo afte un salutino??   io sono Aquilana :)
20071127035501AAVu1M3	Travel;Italy;L`Aquila	Rifugio Valle Grande Pescosansonesco?	salve chi di voi è andato a a mangiare al ristorante Countri House "rifugio valle grande" sito a pescosansonesco? come vi siete trovati? e i prezzi? è adatto per un matrimonio ? grazie!
20080113021801AAXfyqY	Travel;Italy;L`Aquila	Sapete un sito molto dettagliato per trovare case per vacanze in abruzzo?	per molto dettagliato intendo....listino prezzi, informazioni sulla casa di vario genere e foto...grazie
20080506060200AAE7Ibk	Travel;Italy;L`Aquila	Che ne pensate del nostro presidente Ottaviano Del Turco?	N/A
20080209014126AAjtpgO	Travel;Italy;Ancona	Potreste indicarmi località balneari nelle Marche e Abruzzo con belle spiagge adatte ai bambini?	N/A
20070806225604AAmLOaU	Travel;Other - Destinations	Voy a la nieve por primera vez!!! ayuda!!!?	Hola, estoy en Chile y quiero ir a la nieve a esquiar por primera vez... mi duda es ?Por que se paga ticket y que incluye?, ?El arriendo de equipo completo que incluye?, he averiguado y sale que las clases incluyen ticket, ?eso que quiere decir?...      Bueno estas son las unicas dudas que tengo por ahora aunque agradecere TODOS los datos que me puedan dar.      Miles de Gracias
20070621104107AA8vdBU	Travel;United States;Other - United States	Que pensez-vous des Etats-Unis ?	N/A
20070819064005AAtRGd1	Travel;Italy;L`Aquila	Gita al parco nazionale d'abruzzo...?	Partendo in moto da Vasto, vorrei visitare in un giorno qualcosa del parco nazionale d'abruzzo. Qualche consiglio sul percorso da compiere e/o sulla meta precisa??      Ad esempio qualcuno mi ha parlato bene di Pescasseroli...      ...attendo preziosi consigli!!!!
20070827130101AAtOQE8	Travel;Italy;L`Aquila	Cosa vedere in Abruzzo in 3 giorni?	ho tre giorni per fare un mini giretto in Abruzzo prima di un matrimonio.... cosa mi consigliate di vedere?!
20070911155651AAGIqWD	Travel;Air Travel	Il volo milano-cuba parte alle16,20e arriva alle22,20 italiane.Possibile ke il volo duri11ore x il passeggero?	N/A
20071026064844AAKKsSV	Travel;Mexico;Mexico City	Sono italiana!!!!?	hola soy una chica italiana e quiero ver in mexico...por vivir....como se puede??   pardone my espanol
20071116062848AA4PEdo	Travel;Italy;L`Aquila	In abruzzo che località mi consigliate per passare qualche giorno in montagna sulla neve?	N/A
20071204173430AAbXcle	Travel;Mexico;Merida	Quiero saber la conversion del peso mexicano al dolar estadounidense?	me gustaria viajar y no se como es el cambio alli
20071213061630AAtjSp2	Travel;Italy;Ancona	Dove sono più impegnative le piste al gran sasso o ad ussita-frontignano?	dove trovo foto delle piste del granSasso?
20071229032509AA0MoX2	Travel;Italy;L`Aquila	Chi suona al concerto di fine anno a pescara a piazza salotto?datemi risp complete e d esaurienti!?	N/A
20080117043140AA1zWsR	Travel;Italy;L`Aquila	Vorrei organizzare le mie vacanze estive al mare in Abruzzo. Chi mi sa indicare una bella località?	Purtroppo non so come orientarmi perchè non ci sono mai stata. Vorrei trovare un posto che non sia caotico e dove il mare è bello e pulito. Chi sa aiutarmi?
20080118085004AAfEZUx	Travel;Latin America;Venezuela	Vorrei andare in VENEZUELA ma.....?	...ci siete mai stati? Potreste darmi dei buoni motivi per andarci o per non andarci   GRAZIE
20080214011552AAg0acV	Travel;Italy;L`Aquila	Chi mi sa indicare un albergo a chieti??	su internet ho cercato ma escono solo i nomi degli hotel...nessuna info su prezzi o foto...un pò troppo a scatola chiusa. Qualcuno di chieti potrebbe aiutarmi? grazie! :D
20080327125437AAunxNj	Travel;Italy;L`Aquila	X GLI ABRUZZESI: Ho saputo che è in vendita il dvd doppiato di Troy, da M.  Papa... voi sapete come reperirlo?	 http://www.marcopapa.it/ 
20080612121142AAd76yH	Travel;Italy;L`Aquila	Mare alba adriatica tortoreto?	si puo arrivare da tortoreto lido ad albadriatica a piedi?o altrimenti con quali mezzi ci si puo spostare da tortoreto ad alba?
20080812073721AA7fkjv	Travel;Italy;L`Aquila	Cosa fare a ferragosto?	ciao a tutti...Abito nella Marsica e non so decidere dove andare a ferragosto...vorrei andare con i miei amici a fare una scampagnata rimanendo in zona...dove mi consigliate di andare?   Grazie in anticipo per i consigli
20080828130447AAOckCx	Travel;Italy;L`Aquila	C'è qualche industria abbandonata?	c'è qualche industria abbandonata dove poter realizzare un videoclip o foto, nella regione abruzzese?
