296964522.html		有哪几种预防针可以在屁股上打?	患者信息：女 12岁 湖北 黄石 \r\n病情描述(发病时间、主要症状等)：\r\n要去防疫站打预防针\r\n\r\n想得到怎样的帮助：\r\n想了解一下有哪些预防针要打在屁股上。\r\n\r\n曾经治疗情况及是否有过敏、遗传病史：\r\n以前打预防针时有一次打在了屁股上，后来屁股疼了好几天呢！！\r\n\r\n回答一下有哪些预防针可以在屁股上打，谢谢！！！！！！
59563289.html	百度知道/游戏/单机游戏/	请问大家谁有好玩的单机游戏啊?	反正要适合孩子的,(我读初2),最好是一些能升级\\做任务\\3D\\可以存档的\\带装备\\,还有就是游戏的类型,我希望是好玩的!!!(如果有其他的单机游戏,只要好玩就介绍给我,谢谢!!!!!!!
30030418.html	百度知道/教育/科学/学习帮助/	数学问题`````急``急```急	甲乙两地相距160千米，汽车从甲地开往乙地用了200分钟，汽车每小时行了多少千米？
74581511.html		东莞社保怎么个退法	我想问问，如果要退保的话\r\n1、自己所交的是全部可以退回来的吧？\r\n2、好像还可以退一点钱，说是公司交的那百分之三也可以退，但是退多少呢？有什么比例吗？\r\n3、是不是可以不退保，但是领生活补助（退保表的申报类型里有两个选择的，全退的就两个都打勾）
268271251.html	百度知道/电脑/网络/常见软件/多媒体软件/	我新装电脑设置完光启按F10保存重启后显示Reboot and select proper Boot device or lnsert Boot Media in	接上：selected Boot device and press a key_
213570723.html		i will change soonly什么意思?	i will change soonly什么意思?
212252943.html		mp3电源不经用了……	我的mp3很久没用了，最近翻出来用，但是充满电了之后过一天，再打开就只有一点电了…怎么办啊？
261075542.html	百度知道/医疗健康/男科/	阴茎变短了，怎么办？	我从13开始手淫，到14，我现在发现阴茎变短了好多哦，\r\n13岁时JJ在12左右，现在10都不到了，一个月手淫7、8次
269980152.html		用Eclipse开发java程序的时候，如何改变日志路径	一般system.out.println(\"日志输出\")。日志都是在Eclipse的控制台输出，如何改变日志的输出路径。如把他写在D://log.txt内。
213336189.html	百度知道/电子数码/手机/通讯/手机购买/	刚买的诺基亚c5-00才几天就出现哪个程序都打不开 连通讯录 写短信都不行 郁闷 求高手解答 急急！！	【待选机型】：诺基亚/C5-03
262979112.html	百度知道/电脑/网络/操作系统/系统故障/Windows/	我的2G内存卡·在电脑上面显不出来·但是在手机上可以显出来·但是里面的东西显不出来····	很急··请告诉我怎么了·············
290379446.html		请有好GL文的朋友都发给我....（注意，要多点，绝大的都有了就不用了。不然不采纳噢）	邮箱395403812@qq.com
196123281.html	百度知道/商业/理财/经济研究/	2010经济危机	这次国家十二五规划有铁路民间投资 我以前查过日本经济危机 发现日本经济危机前好像也有大规模投资开发公路之类的。中国经济危机应该是已经到来了 但我想知道他的发展：物价会如何 政策会怎么偏向 政府有可能被推翻的可能性 大不大？
279060659.html	百度知道/地区/湖北/武汉市/	汉口新华路车站	汉口新华路车站现在拆了吗？知道的请回答下，谢了
27413954.html	百度知道/地区/吉林/长春市/	想买手链~长春	比较好的卖手链等饰品的地方请推荐一下
202549019.html		《啊!中国的土地》 五线谱（正谱） 急	《啊!中国的土地》 的五线谱（正谱）…… 很急啊，要ove格式的，因为要转调！高考用的…… 有的请发来邮箱：1016688982@qq.com 一定要OVE格式的啊！
28020227.html	百度知道/游戏/单机游戏/侠盗猎车手/	侠盗猎车手4罪恶都市 有汉化补丁吗？	侠盗猎车手4罪恶都市 有汉化补丁吗？~有个给个下载地址~~
277184529.html		5000元左右的电脑配置。要能跑的动现在市场上所有大型单机游戏的。好心人帮我详细列一下配置单。	起码是要能跑的动极品飞车13的配置而且不卡 谢谢了
280227362.html	百度知道/生活/育儿/	宝宝5个多月，喝什么奶粉好？	现在宝宝5个多月了，我上班了，虽然中午能回家喂奶，但是有时候她也会饿，所以我想给她准备点奶粉，但是不知道什么牌子比较好，希望大家给点建议！
225891183.html	百度知道/电子数码/手机/通讯/手机使用/	最近想买一部智能手机，iphone 3gs（iphone4太贵买不起），HTC HD2，HTC G7这三款里面选一款。	希望各位达人从性能、质量（尤其通话质量....）等方面帮一下我哈
203858902.html		谁可以帮忙翻译一下这首英文歌曲	So you think that it's over,\r\nSay your love has fin'lly reached the end.\r\nAny time you call, night or day,\r\nI'll be right there for you if you need a friend.\r\nIt's gonna take a little time.\r\nTime is sure mend your broken heart.\r\nDon't you even worry, pretty darlin'.\r\nI know you'll find love again. Yeah.\r\n\r\nLove is all around you.\r\nLove is knockin' outside the door.\r\nWaitin' for you is this love made just for two\r\nKeep an open heart and you'll find love again, I know.\r\n\r\nLove will find a way.\r\nDarlin', love is gonna find a way,\r\nFind its way back to you.\r\nLove will find a way.\r\nSo look around, open your eyes.\r\nLove is gonna find a way.\r\nLove is gonna, love is gonna find a way.\r\nLove will find a way.\r\nLove's gonna find a way back to you, yeah,\r\nI know. I know. I know.
237296181.html	百度知道/游戏/网易游戏/魔兽世界/	魔兽世界整合插件	求一 魔兽世界整合插件。。界面美观 简洁就好。。
26887372.html	百度知道/电脑/网络/操作系统/系统故障/Windows/	电脑总死机,死机时有嗡嗡声	电脑平均不到一个小时就死机,新装的电脑,死机时会发出嗡嗡声,画面没反映了.
220076049.html		昨天半夜吃太多了、现在肚子不舒服、怎么办?	病情描述(发病时间、主要症状等)：\r\n昨天吃了2大碗饭、3杯咖啡（咖啡豆磨的那种、一杯150ml左右)、一包奥利奥饼干、2个面包。\r\n\r\n肚子难受了一个晚上、早上起来到现在就吃了一个面包一杯咖啡肚子还很难受、怎么办?\r\n\r\n貌似很多气一样、想吐吐不出来、感觉很酸还是很胀的自己也不清楚。\r\n\r\n\r\n昨天吃了2大碗饭、3杯咖啡（咖啡豆磨的那种、一杯150ml左右)、一包奥利奥饼干、2个面包。\r\n\r\n肚子难受了一个晚上、早上起来到现在就吃了一个面包一杯咖啡肚子还很难受、怎么办?\r\n\r\n貌似很多气一样、想吐吐不出来、感觉很酸还是很胀的自己也不清楚。
270390683.html		求好听的欧洲古典风格的歌曲	像蔡依林的 骑士精神 、周杰伦的 威廉古堡 、分岛花音的 砂のお城 等等的。\r\n谢谢
272964273.html		腮红过期好久了我还想使用一次 对皮肤有没有什么影响	我想要专业一点的具体答案
27852712.html	百度知道/电脑/网络/操作系统/系统故障/Windows/	win2000下装个别软件报错，无法安装	报错提示：“不能访问Windows Installer服务，可能你是在安全模式下运行Windows, 或者Windows Installer没有正确的安装，请和你的支持人员联系以获得帮助。
21412445.html	百度知道/电脑/网络/常见软件/其它类软件/	请问用于店铺管理的软件那个比较好用?	而且要就在网上就能下载的,免费的管理软件!管理的就是几千双鞋子的各种情况,并请提供名字和下载地址!谢谢~~
208482104.html	百度知道/电脑/网络/常见软件/图像处理软件/	我的电脑以前就下载有CAD而且能打开，可是后来把包装换了个储存潘，怎么打都打不开，重新卸载又下载都不行	双击CAD的文件都打不开，打开方式里都没有CAD，预览里双击CAD。exe也没用。怎么办？？急死了，，！！
225387623.html	百度知道/生活/购车养车/汽车养护/	哪里可买化油器	哪里可买化油器
265871567.html	百度知道/电脑/网络/硬件/	急呀！请问4738G I3 370怎么样 谢谢了	酷睿i3 370\r\n2G内存 1G独显AIT5470 320G硬盘 3600这个价行吗 有发票 这机子能玩什么级别的游戏 魔兽能玩吗 CF 和传奇私服 梦幻西游 我没分了 不好意思 帮帮忙评价下 谢谢了
214663916.html	百度知道/电脑/网络/笔记本电脑/惠普笔记本/	HP DL380 G4服务器风扇一直高速运转噪音太大	如题，机器开机后风扇一直高速运转，本人估计是驱动问题。请求HP技术支持后，更新了最新的IOL和firmware后问题依然存在。请高手支招，谢谢！操作系统：windows server 2008 standard
189644183.html	百度知道/电脑/网络/常见软件/办公软件/	EXCEL 中用数据有效性做了下拉表单，如何按照下拉表单的项目分别进行统计呢？	如，下拉表单有，主生产毛料，间接生产成本等各项，现在，我想按照这几项分别进行统计？
300362398.html	百度知道/医疗健康/传染科/	狂犬病疫苗副作用	患者信息：女 7岁 四川 其他 \r\n病情描述(发病时间、主要症状等)：\r\n连续打了两支狂犬疫苗后均有注射处红肿的现象，第一次是像蚊子叮咬的红肿，而且痒，留下了类似水痘疫苗一样的疤痕；第二次注射后第二天出现了乒乓球般大小的红肿处，并且明显的压痛。两次咨询医生，得到的都是没问题的答复。\r\n\r\n想得到怎样的帮助：\r\n想问问这样真的没有关系吗？还有既然第一针就已经出现了过敏的现象，那么疫苗起到了防疫的作用吗？\r\n\r\n\r\n
307935115.html	百度知道/生活/礼节礼仪/	这段话大概是说。 男人送女人香水[意义]，女人送男人领带[意义]，女人再送男人zippo打火机[意义]。	今天在淘宝专卖zippo打火机的一店里看到一段话。\r\n请高手帮忙 将原话 发一下
169236313.html	百度知道/医疗健康/五官科/耳鼻喉科/	我的鼻子被碰撞到后，整个鼻子凸了起来，怎么办啊？能不能治呀！	听说是骨折？
192611570.html	百度知道/游戏/手机游戏/	求《同居俏佳人》《新老师奈奈》《同居女仆》等手机游戏_	我的手机是240*320的。JAVA平台。求破解版黄色手机游戏。注:要JAR格式的文件。 \r\n发到 sunlilizhang@126.com 这个邮箱
299228356.html	百度知道/电脑/网络/常见软件/办公软件/	EXCEL工作表数字统计问题 求 函数公式	在A1,B1中有2组数据 如: A1为125470 B1为47 , 我想在C1中只显示1250 去除B1的数字,\r\n在D1,E1中 分别显示B1 ,和 C1数字共几位数 也就是 D1为2 ,E1为4.\r\n谁能给我函数公式 谢谢!
474765093.html	百度知道/烦恼/校园生活/	我现在高一,我一个星期前在高中已经住宿过,现在每个星期六下午回家一趟,星期日上学,我舍不得家该怎么办,	我现在高一,我一个星期前在高中已经住宿过,现在每个星期六下午回家一趟,星期日上学,我舍不得家该怎么办,我舍不得父母,我明天回去的时候就怎么办,要一个星期后才可以见到他们,我不习惯,我该怎么办?
187295215.html	百度知道/电子数码/手机/通讯/手机购买/	请大家帮帮忙 “步步高K202 索爱J20 飞利浦X605 ”那个更适合我啊	我的要求：Q和飞信可以后台，音质要好，可以打词组，视频和音频播放的各式多， 有号薄管家更好，有来电归属地显示更佳。\r\n另外是否可以给机器里下应用软件
173490758.html		月经一月来两次、是不是得了什么病啊？	莪19岁、莪最近几个月都不正常、都是一月来两次、是怎么回事啊、莪没乱用过什么东西啊、会不会是得了什么病啊？
29370046.html	百度知道/电脑/网络/常见软件/安全软件/	如何清理恶意脚本：Start.hta	每次电脑启动到桌面时，弹出诺顿杀毒框，提示发现“ 恶意脚本”。路径：C:\\documents and settings\\All Users\\[开始]菜单\\程序\\启动\\Start.hta 选择是“停止”还是“运行”，该怎么清除啊？
455501387.html	百度知道/地区/甘肃/兰州市/	兰州游泳馆票价	天龙水宫 西站（兰西铁路文化宫） 火车头\r\n票价 环境 水温\r\n最好是最近去过的
36434353.html	百度知道/电脑/网络/常见软件/办公软件/	怎么用excel把数上色？	我这里有几列数，想把其中合条件了几组数分别填上颜色，请问应该怎么操作呢？
173957934.html	百度知道/游戏/电视游戏/PS系列/	PSP3000 6.20能玩拳王97吗	RT 可以的话请给我模拟器（PSP30006.20可以用的，且可以玩拳王97的） 谢谢 以下是我的邮箱\r\na371112145@qq.com
454400604.html	百度知道/医疗健康/中医/	怀孕了可以喝枇杷叶熬得水吗	已经三个月了，现在突发咳嗽
195033561.html	百度知道/生活/购车养车/汽车购买/	本人想买辆车拉石头，用300马力了就行了，但不知道金王子WD615.97E EGR和豪沃A7的电控供轨哪个好	本人想买辆车拉石头，用300马力了就行了，但不知道金王子WD615.97E EGR和豪沃A7的电控供轨哪个好，看到大家说A7的常出毛病，是不是代表重汽的电控供轨还不过关呢？如果是这样我真得考虑下金王子EGR了，还有A7油标要求比较严，在我们随州这边我加油都不放心。（好象看中A7是因为车头不错，还有就是说他电控供轨的节油吧？也不知道是不是真的），金王子好象很少人 买了，是不是代表EGR过渡完了呢，EGR油好加吧，缺点是耗油，现在油价这贵，我不得不考虑这些点滴，EGR就真的比电控供轨耗油吗？咋就不争点气呢EGR，更有人说使用EGR的发动机比电控供轨发动机寿命要短？更有趣的是有报道说EGR国三只要把电子废气供应阀拔掉，就如同国2发动机，就能省油。？对这两款车实在是拿不定注意，好心的大哥大姐们，走过路过都来帮解答一下，在这先谢谢你们了
17388283.html	百度知道/生活/美容/塑身/	黄瓜和鸡蛋真的能减肥吗？	他们都和我说早上2根黄瓜，中午2个鸡蛋，晚上一根黄瓜一星期能减20-30斤是真的吗？若是真的我也想试试呢，还有这样减之后要注意什么呢？比如饮食上的。请高人指点一下，谢谢！
189264306.html	百度知道/生活/服装/首饰/	桃红色羊绒衫配什么颜色的外套	织了一件浅色桃红羊绒衫（类似粉色），不知道配什么颜色的外套，裤，鞋，围巾呢！\r\n各位爱美的MM们给我点意见吧~
173842099.html	百度知道/体育/运动/赛车/F1/	电动车的报警器能安摩托车上吗？具体怎么接线，有哪些注意事项，给分	懂的说，不懂的学习吧！
168481215.html	百度知道/商业/理财/创业投资/	我已经在有啊里面开起了成人用品店铺，可是怎么没有生意啊？	前些日子，我考察了好久，发觉现在成人用品店铺挺好干的。于是，我也开了一个。可是一个生意都没有，无人问津啊。有没有朋友愿意去看看我的小店，看看是不是我店铺里面的商品或者商品标题出了什么问题，谢谢各位了。我的店铺地址：http://youa.baidu.com/shop/42141d9f73dcb09296ea50fc?from=hi
174976113.html	百度知道/电脑/网络/硬件/电脑外接设备/	电视机做屏幕如何关掉笔记本的显示器	我用的是CQ45-203 现在用电视做屏幕 我该如何关掉显示器？就是键盘鼠标还可以操作，但屏幕关掉~谢谢~~~
174642981.html	百度知道/教育/科学/理工学科/地球科学/	你还知道哪些国家的名称和河流、湖泊有关？	1.有些城市的名称也和河流、湖泊有关，你知道吗？\r\n2.你还知道哪些国家的名称和河流、湖泊有关？\r\n3.世界第一长河：\r\n4.世界第一大河：\r\n5.流域面积最大的河：\r\n6.最深的湖：\r\n7.最大的淡水湖：\r\n8.最低的胡：\r\n9.最大的咸水湖：
189958257.html	百度知道/地区/北京/	去北京游玩路线不明，请求明白人给安排一下行程路线，越详细越好，最好标明具体交通路线。	10月18号去北京五天，充分利用假期，请大家给帮忙安排一下路线，想去的地方有：颐和园、北海公园、什刹海(后海)、景山公园、雍和宫、国子监、烟袋斜街、潘家园旧货市场、琉璃厂文化街、北京古玩城、大观园、王府井、秀水街，动物园服装街。现在想到的就这些，如果大家还有什么好玩的去处一定告诉我哦。\r\n上面几个地方用五天的时间应该够了，只不过不知道怎么安排，哪跟哪应该比较近，可以当天同游。最好给用五天时间给列一下表，呵呵\r\n大家帮忙看下，满意了有赏哦
166255843.html	百度知道/游戏/单机游戏/	口袋妖怪心金银魂贵重物品金手指	类似白金那样在商店出现个邮递员给你贵重物品的然后触发剧情，还有雪拉比的剧情怎么弄，不要和我说什么官方之类的。在线....速度。
179480377.html	百度知道/游戏/网络游戏/	求救！有女角色的射击网络游戏	类似于CF！画面不要求太高~最重要是：开始选角色有男的也有女的！因为我是个女的~不要买的那种！谢谢
168177544.html	百度知道/地区/河南/新乡市/	新乡哪里有卖Hohner special 20?	新乡哪里有卖Hohner special 20?
170180345.html	百度知道/商业/理财/企业管理/	谁有食品加工企业质量管理文件范本？	涵盖以下几个方面：\r\n1.企业简介；\r\n2.企业质量目标；\r\n3.企业质量管理机构、人员；\r\n4.企业各质量管理领导和相关部门的质量职责；\r\n5.从业人员健康检查制度和健康档案制度、人员质量安全、生产技术培训规定；\r\n6.卫生管理制度；\r\n7.设备管理制度；\r\n8.相应的产品标准、相关标准；\r\n9.生产过程质量管理及考核办法、工艺文件、关键质量控制点及控制程序制度；\r\n10.采购管理制度、采购技术文件；\r\n11.原辅材料、产品的储存和运输安全防护管理制度；\r\n12.企业产品销售管理规定；\r\n13.质量检验制度或检验规范、检测样品留样规定、实验室测量对比规定；\r\n14.不合格管理办法、企业应建立不安全食品召回制度；\r\n15.消费者投诉受理处置制度；\r\n16.食品安全事故应急预案；\r\n17.文件和记录管理制度\r\n不必全部涵盖，接近即可\r\n邮箱jmiffyhy@hotmail.com
175125826.html		我同学把学校初三的女生上了，现在被别人妈妈知道了，那个女孩的妈妈让他打电话给她，他现在该怎么办？	现在他的家人还不知道这件事情，跑路的话那个女孩认识他家。
28500268.html	百度知道/烦恼/恋爱/	已经分手的男朋友生日，应不应该送点礼物呢？	我们已经分手了，但我们还有联系，做回朋友关系.如果送送些什么比较合适呢，因为始终都分手的，我怕送些东西不合适做朋友的送，我应该送些什么呢？请帮帮忙
18501856.html	百度知道/文化/艺术/舞蹈/	山东省青州市有学跳街舞的吗？知道得帮帮忙吧，我想学街舞	我在青岛上学的，今年寒假想学街舞，有知道的不太贵得帮帮忙呀，谢谢大家
18166838.html	百度知道/电脑/网络/硬件/电脑外接设备/	如何消去鼠标的声音啊?	只要我用鼠标向电脑发出一个命令.电脑里就会发出一个声音.比方说我现在想最小化一个窗口,我点了右上角的\"-\",在我点过图标的时候,电脑就会发出一个照相机拍照时的声音....
350081980.html		山东济宁有什么好的建筑公司	想回济宁找工作 那位朋友能给介绍一下济宁市好的建筑公司有那些 待遇怎么样
167831775.html	百度知道/娱乐休闲/电影/	钢琴教师电影地址	求钢琴教师下载的地址，要速度快点的。\r\n如果有的也可以发到我邮箱，tangxj46@foxmail.com\r\n谢谢
340460584.html		冒险岛现在玩的是什么？	现在冒险岛有什么好玩的？ 活动什么的 ，什么有意思？
172281545.html	百度知道/烦恼/夫妻/	我和我老公要离婚，我们结婚后买的车是不是共同财产啊？	我们没有孩子，当初结婚的时候收的礼金，之前都放在我婆婆那边，离婚的时候我可以问他们拿吗？
34833749.html		ASP.NET2.0比ASP.NET1.0的改进和区别	要具体的分析,仔细的作答.
34051466.html	百度知道/电脑/网络/硬件/电脑外接设备/	计算机高手帮帮忙啊!!关于显示器!!	显示器总是颜色不对...一开始通过拍打和旋转能调整回来 可是慢慢这样也不行 具体就是 红颜色都显示为黑色..已经好长时间了...请明白人指点指点
18598501.html	百度知道/社会民生/其他社会话题/	有身份证好吗？ 给我一个	额
172603847.html		为什么空调会流水	为什么空调会流水
170974266.html		比较《汤姆叔叔的小屋》与《飘》中的黑人奴隶制	在看过《汤姆叔叔的小屋》与《飘》之后，对美国的黑人奴隶制理解比较混乱，《汤姆叔叔的小屋》明显是表现黑人的受虐，而《飘》中，黑奴却很依赖主人，二者关系和谐。\r\n请问，真正的黑人奴隶制究竟是怎样？黑奴的待遇究竟怎样？
173134010.html	百度知道/教育/科学/外语学习/英语考试/	英语口语大赛时评委会现场拿出一些图片给你，让你根据图片来现场描述一下。请问评委会出些什么图片啊？	我上初二哦！请难度适当哦！
32649638.html	百度知道/娱乐休闲/动漫/	结局大圆满的漫画	结局是主角结婚的，就像浪客剑心、神风怪盗贞德、水果篮子、不思议游戏一样，或者主角能和喜欢的人在一起\r\n我很喜欢这些圆满，甜蜜的漫画
170806017.html	百度知道/电子数码/手机/通讯/手机使用/	求救！！！E63软件安装，签名问题。	刚买的E63的手机，刚开始装qq，搜狗拼音什么之类的软件都能直接装上，后来下了智能影院3.25的，一装就提示证书过期，我花了两天的时间在论坛上了解了证书的下载，安装什么的，在论坛上申请了证书和密匙，下载了自由签名的软件，给智能影院签名以后，一安装还是证书过期。我把软件安装改成全部，在线检查证书关掉也没用，把日期往后调一个月，三个月，一年，两年都没用，我顶你个肺啊，实在急的不行了，哪位大侠能帮忙解答下啊。现在都有点怀疑是不是买到水货或翻新机了，叫个郁闷啊。。。
33845958.html	百度知道/电脑/网络/常见软件/安全软件/	列举系统hook	希望能有 iceword 里面 类似的列举系统hook的功能，一直不知道如何完成，还请高手指教。\r\n能用Delphi完成最好\r\n谢谢。
158657761.html	百度知道/体育/运动/足球/	有关2010南非世界杯的英文 ppt	如果有的话请发到petersunlin@126.com\r\n万分感谢啊
532331352.html	百度知道/地区/甘肃/白银市/	白银市医疗器械哪里有卖的？	想找一家医疗器械专卖店
171667009.html	百度知道/医疗健康/儿科/	宝宝脚凉会拉肚子吗	宝宝还有7天三个月，肚子总是不太好，前几天喝苹果汁好了，现在又开始拉肚子 一用力就有屎 还有黄水 手心湿热，脚丫凉。
172260333.html	百度知道/游戏/单机游戏/	越南cf单机版	有越南cf单机版吗 不要突破前线 有的话发 724504959@qq.com 谢谢\r\n先给20分 收到后好的话在加10分
324338322.html	百度知道/生活/交通出行/	电动车，遥控防盗锁 是锁什么的？	除了会报警，还有什么作用？
53387362.html	百度知道/地区/江苏/扬州市/	扬州江海学院坐车	从东站坐车到江海学院坐几路车~~~~~~~~~急急急~~~~~~~~~``
169860413.html	百度知道/娱乐休闲/明星/	请问东方神起history in japan special有没有台版?	请问东方神起history in japan special有没有台版?
332687757.html	百度知道/生活/起名/算命/	求：帮起小名，女孩，姓柳，属兔。五行缺水需补水。要求好记好听，朗朗上口，无生僻字和多音字。	求：帮起小名，女孩，姓柳，属兔。五行缺水需补水。要求好记好听，朗朗上口，无生僻字和多音字。
32740954.html	百度知道/教育/科学/学习帮助/	几道小学五年级数学题	1.一个正方体油箱，棱长是5分米，现在向里面倒入60升油后，油箱内的高度是多少？\r\n2.用长、宽、高分别是4厘米、3厘米和2厘米的长方体木块折叠成一个正方体，至少需要这种长方体木块多少块？\r\n3.有一个棱长4厘米的正方体木块，给它的表面积涂上红色，然后将这个正方体切成若干个体积是1立方厘米的小正方体，其中有一个面涂了红色的小正方体一共有几个？
536948919.html		我的手机是联想a366t的，想在家里用wifi，可是路由器开了，密码也输了，连了一会儿后，就说	已断开连接，试了几次都是这样，哪位帮我解决？？？？？
170930357.html	百度知道/电脑/网络/操作系统/系统故障/	怎么去除桌面上用普通办法删不掉的图标	就是那个淘宝网 还有那个什么小游戏 还无缘无故多出来N个浏览器\r\n我试过（右击—删除）——————不行\r\n还试过（文件粉碎）——————不行\r\n而且 不行么也就算了 当我每次开启一个程序时 它就会跳出来 \r\n虽然电脑体检时没有危险
54102276.html	百度知道/娱乐休闲/收藏/	78-95年间外国发行的卡通邮票是由哪国那个公司代理发行的？	如题，这个时间段发行的迪斯尼卡通邮票看样子是由一个机构代理发行的，请问各位高人，是哪个国家那个公司呢？是“万国首日封公司”吗？
294432844.html	百度知道/教育/科学/院校信息/	山东建筑大学收专科吗?专科一批二批在近几年都是多少分?学费是多少？	急急急……谢谢各位……
173837737.html	百度知道/生活/美容/塑身/美发/护发/	应采儿的头发颜色是什么颜色	应采儿的头发颜色是什么颜色
331506761.html		声卡选择什么牌子什么型号的？	主要用来听音乐，不知道买什么独立声卡好？
172039155.html		淘宝搜全称都搜不到我的宝贝	淘宝搜全称都搜不到我的宝贝，我朋友店里的宝贝和我名字取的一样的就搜到了。
65903253.html	百度知道/社会民生/法律/	为什么不可能犯罪不会出现在现实中	很多小说都把手法说出来了，为什么现实中还是不可能有呢
3343589.html		推荐几首好听的英文歌曲	怎么样的都可以，不要太老的
160237700.html		网页网站全打不开QQ可以上	今天刚装宽带，怎么全打不开，QQ还可以上，这是怎么回事，
35289864.html	百度知道/教育/科学/升学入学/	一个弹簧受到80N的拉力作用时。。。。。	一个弹簧受到80N的拉作用时，弹簧伸长为14cm，弹簧受到40N的压力作用时，弹簧长度为8cm，求该弹簧的劲度系数与原长。（要详细过程！）
539729260.html	百度知道/烦恼/青春期/	具体可以做哪些事才可以感动女生？	我喜欢一个女生，依我分析，她是比较成熟那类的。送花说好话，她都会直接忽视……对于这类女生做体贴感动她的事应该更有效吧。不知道感动的女生的事具体有哪些？
343157345.html	百度知道/电脑/网络/操作系统/系统故障/Windows/	我家的电脑屏幕变色。	你开黑色的界面或者网页 电脑屏幕就变暗色。你开白色的 电脑屏幕就变亮了一些。跟着自己开的界面变换颜色。 看着挺闹心的！
534190279.html	百度知道/娱乐休闲/花鸟鱼虫/	梦见三只绿色的小乌龟在鱼缸里游是什么意思？	三只很小的好像还有鱼
175424561.html	百度知道/游戏/网易游戏/魔兽世界/	开了40之后 元素究竟双修不出大招 还是出大招是主流呢？	何去何从。。。。
173431237.html	百度知道/电脑/网络/互联网/	为什么只能开一个网页	为什么只能开一个网页
56084313.html		急！电脑主机的声音越来越大了！怎么解决？	我的电脑才买了1年多，是朋友帮我装的，但是我印象是买回来3个月左右吧，电脑的声音就挺大的，后来慢慢的声音就越来越大，特别是晚上很静的时候，那个声音听的我头晕，后来我就去换了个风扇，但是我发现没有一点好转，还好以前一样的有噪音！到底是那里出问题了，有什么办法吗？
358534328.html		广西一年四季的气候	广西的朋友 偶问下 广西的一年四季 都是什么气候 听说那里不冷不热的 知道的朋友来说下 广西的气候
173893664.html	百度知道/电脑/网络/硬件/CPU/	电脑的CPU哪种性能比较好呢	酷睿i3啊，双核啊，奔腾t6600啊，等等这些经典的，都分析一下，谢谢
59083140.html	百度知道/地区/上海/闸北区/	西藏北路中山北路到城隍庙具体怎么走?开住动车	具体怎么走?开住动车的话?还有城隍庙哪有停非激动车的
339731210.html		女子校生残酷绘卷全本和女子校生残酷绘卷（讲丧尸的~）	邮箱 zms5201314ljl@126.com \r\n或者115网盘的也可以
166641034.html	百度知道/电脑/网络/操作系统/系统故障/	一键还原的映像文件损坏了，怎样修复，急呀！！	就是这样，看图，急求！！！！！！
171482828.html		fifaonline2球员卡拍卖的问题	为什么我一把球员卡拍卖就会损失金币？而且每次损失的金币数还不一样。
347120752.html	百度知道/教育/科学/理工学科/物理学/	急急急~~~已知三个共点力F1,F2,F3的合力为零,F1=10N,方向水平向左,F2=4N,方向水平向右	给过程 谢谢
529531.html	百度知道/电脑/网络/操作系统/系统故障/Windows/	我的电脑预装了XP，安装WIN2000系统，显示WIN2000的级别比XP低，安装不了怎么办	我的电脑预装了XP，现在安装WIN2000系统，显示WIN2000的级别比XP低，安装不了怎么办
175375640.html	百度知道/娱乐休闲/宠物/	狗的犬瘟热病一般情况下多久能彻底治愈？	我知道很难治，不想听什么不好治什么之类的话，只想听一些有犬瘟热被治好的主人的意见。并且这里说的治愈是彻底没事了，不要那种反反复复的。有了抗体的那种的。
54922953.html		魔兽术士宝宝技能怎么恢复	我职业是术士,我一不小心把狗宝宝的法术封锁技能给点没了,找了半天也找不到怎么恢复,去找恶魔训练师买书了,可显示已经学会,谁知道怎么恢复,谢谢了~~
337634470.html	百度知道/生活/家居装修/	2011年新款欧式水晶灯哪款比较好？价格怎么样？	家里的水晶灯竟然坏了，想买过一套质量好的水晶灯，但是我对它不了解，希望知道的朋友可以向我推荐一下
34372251.html	百度知道/游戏/网页游戏/武林英雄/	武林里我的英雄任务没有啦~!!!..我48级..我找了很多NPC,都没找到黄色叹号	以前把号借给别人玩....现在找不到那人了(具体不好解释)\r\n可不可以帮忙解决...拜托...我哭死啦
55412751.html	百度知道/娱乐休闲/电影/	有什么好看的电影介绍下~~最好是欧美的科幻片(异形之类的)	本人已经把网上的经典电影看得7788了,搜来搜去都是看过的那些电影,不然就是些垃圾@!@@2\r\n哪位有好看的电影介绍下@@@\r\n不然快无聊死,整天上网没事做@
174171639.html	百度知道/生活/交通出行/	澳门新八佰伴	在拱北关口去新八佰伴怎么去最方便啊？还有新八佰伴黎新马路远吗？怎么过去
530312202.html	百度知道/生活/购物/	未成年人可不可以网购货到付款？	我11岁。
177870883.html	百度知道/商业/理财/财务税务/	我是 出纳 我想问一下 我这没有公司的钱 我得买东西 我得写请款单 假如 我请款 100 但是我买东西 只花了 9	我是 出纳 我想问一下 我这没有公司的钱 我得买东西 我得写请款单 假如 我请款 100 但是我买东西 只花了 90 那 请款单上 共需请款金额栏上些什么 已收预付金额呢 ？？？ 实际请款金额呢 ？？？？ 请能尽快给答案
30130993.html	百度知道/教育/科学/外语学习/	偶是英语白痴大家帮忙翻译一下	I just want you know,no matter what,you'll always have somebody here for you.I never gonna leave you 就这么多了 ~！
